RunAccession,SampleAccession,DatasetAccession,LibraryStrategy,DatasetReadable,DatasetName,DatasetAbbrev,Author,PairedEnd,Source,CellLine,Producer,ProductType,Glutamine,GlutamineConcentration,CulturePhase,Host,CellLineSource,CellLineExact,Temperature,SelectionMarker,Growth,ProcessType,Productivity,Stability ,FullSampleName
INH021503,INH021500,INH020000,rRNA,INH02_NovakProducers,Novak0,N0,Novak,FALSE,In-House,CHO-DXB11,TRUE,mAb,TRUE,4,MidExp,FALSE,,,37,DHFR + MTX,High,Batch,Medium,NA,B18-2
INH021504,INH021500,INH020000,rRNA,INH02_NovakProducers,Novak0,N0,Novak,FALSE,In-House,CHO-DXB11,TRUE,mAb,TRUE,4,MidExp,FALSE,,,37,DHFR + MTX,High,Batch,Medium,NA,B18-2
INH021601,INH021600,INH020000,rRNA,INH02_NovakProducers,Novak0,N0,Novak,FALSE,In-House,CHO-DXB11,TRUE,mAb,TRUE,4,MidExp,FALSE,,,37,DHFR + MTX,Medium,Batch,Medium,NA,B6-1
INH021602,INH021600,INH020000,rRNA,INH02_NovakProducers,Novak0,N0,Novak,FALSE,In-House,CHO-DXB11,TRUE,mAb,TRUE,4,MidExp,FALSE,,,37,DHFR + MTX,Medium,Batch,Medium,NA,B6-1
INH021603,INH021600,INH020000,rRNA,INH02_NovakProducers,Novak0,N0,Novak,FALSE,In-House,CHO-DXB11,TRUE,mAb,TRUE,4,MidExp,FALSE,,,37,DHFR + MTX,Medium,Batch,Medium,NA,B6-1
INH021701,INH021700,INH020000,rRNA,INH02_NovakProducers,Novak0,N0,Novak,FALSE,In-House,CHO-DXB11,TRUE,mAb,TRUE,4,MidExp,FALSE,,,37,DHFR + MTX,Medium,Batch,Medium,NA,B6-2
INH021702,INH021700,INH020000,rRNA,INH02_NovakProducers,Novak0,N0,Novak,FALSE,In-House,CHO-DXB11,TRUE,mAb,TRUE,4,MidExp,FALSE,,,37,DHFR + MTX,Medium,Batch,Medium,NA,B6-2
INH021703,INH021700,INH020000,rRNA,INH02_NovakProducers,Novak0,N0,Novak,FALSE,In-House,CHO-DXB11,TRUE,mAb,TRUE,4,MidExp,FALSE,,,37,DHFR + MTX,Medium,Batch,Medium,NA,B6-2
INH021704,INH021700,INH020000,rRNA,INH02_NovakProducers,Novak0,N0,Novak,FALSE,In-House,CHO-DXB11,TRUE,mAb,TRUE,4,MidExp,FALSE,,,37,DHFR + MTX,Medium,Batch,Medium,NA,B6-2
INH021801,INH021800,INH020000,rRNA,INH02_NovakProducers,Novak0,N0,Novak,FALSE,In-House,CHO-DXB11,TRUE,mAb,TRUE,4,MidExp,FALSE,,,37,DHFR + MTX,Medium,Batch,High,NA,C58-1
INH021802,INH021800,INH020000,rRNA,INH02_NovakProducers,Novak0,N0,Novak,FALSE,In-House,CHO-DXB11,TRUE,mAb,TRUE,4,MidExp,FALSE,,,37,DHFR + MTX,Medium,Batch,High,NA,C58-1
INH021803,INH021800,INH020000,rRNA,INH02_NovakProducers,Novak0,N0,Novak,FALSE,In-House,CHO-DXB11,TRUE,mAb,TRUE,4,MidExp,FALSE,,,37,DHFR + MTX,Medium,Batch,High,NA,C58-1
INH021901,INH021900,INH020000,rRNA,INH02_NovakProducers,Novak0,N0,Novak,FALSE,In-House,CHO-DXB11,TRUE,mAb,TRUE,4,MidExp,FALSE,,,37,DHFR + MTX,Medium,Batch,High,NA,C58-2
INH021902,INH021900,INH020000,rRNA,INH02_NovakProducers,Novak0,N0,Novak,FALSE,In-House,CHO-DXB11,TRUE,mAb,TRUE,4,MidExp,FALSE,,,37,DHFR + MTX,Medium,Batch,High,NA,C58-2
INH021903,INH021900,INH020000,rRNA,INH02_NovakProducers,Novak0,N0,Novak,FALSE,In-House,CHO-DXB11,TRUE,mAb,TRUE,4,MidExp,FALSE,,,37,DHFR + MTX,Medium,Batch,High,NA,C58-2
INH021904,INH021900,INH020000,rRNA,INH02_NovakProducers,Novak0,N0,Novak,FALSE,In-House,CHO-DXB11,TRUE,mAb,TRUE,4,MidExp,FALSE,,,37,DHFR + MTX,Medium,Batch,High,NA,C58-2
INH022001,INH022000,INH020000,rRNA,INH02_NovakProducers,Novak0,N0,Novak,FALSE,In-House,CHO-DXB11,TRUE,mAb,TRUE,4,MidExp,FALSE,,,37,DHFR + MTX,Low,Batch,Low,NA,G101-1
INH022002,INH022000,INH020000,rRNA,INH02_NovakProducers,Novak0,N0,Novak,FALSE,In-House,CHO-DXB11,TRUE,mAb,TRUE,4,MidExp,FALSE,,,37,DHFR + MTX,Low,Batch,Low,NA,G101-1
INH022003,INH022000,INH020000,rRNA,INH02_NovakProducers,Novak0,N0,Novak,FALSE,In-House,CHO-DXB11,TRUE,mAb,TRUE,4,MidExp,FALSE,,,37,DHFR + MTX,Low,Batch,Low,NA,G101-1
INH022101,INH022100,INH020000,rRNA,INH02_NovakProducers,Novak0,N0,Novak,FALSE,In-House,CHO-DXB11,TRUE,mAb,TRUE,4,MidExp,FALSE,,,37,DHFR + MTX,High,Batch,Low,NA,G12-1
INH022102,INH022100,INH020000,rRNA,INH02_NovakProducers,Novak0,N0,Novak,FALSE,In-House,CHO-DXB11,TRUE,mAb,TRUE,4,MidExp,FALSE,,,37,DHFR + MTX,High,Batch,Low,NA,G12-1
INH022103,INH022100,INH020000,rRNA,INH02_NovakProducers,Novak0,N0,Novak,FALSE,In-House,CHO-DXB11,TRUE,mAb,TRUE,4,MidExp,FALSE,,,37,DHFR + MTX,High,Batch,Low,NA,G12-1
INH022201,INH022200,INH020000,rRNA,INH02_NovakProducers,Novak0,N0,Novak,FALSE,In-House,CHO-DXB11,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA
INH022202,INH022200,INH020000,rRNA,INH02_NovakProducers,Novak0,N0,Novak,FALSE,In-House,CHO-DXB11,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA
INH022203,INH022200,INH020000,rRNA,INH02_NovakProducers,Novak0,N0,Novak,FALSE,In-House,CHO-DXB11,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA
INH022301,INH022300,INH020000,rRNA,INH02_NovakProducers,Novak0,N0,Novak,FALSE,In-House,CHO-DXB11,TRUE,mAb,TRUE,4,MidExp,FALSE,,,37,DHFR + MTX,Low,Batch,Low,NA,G101-2
INH022302,INH022300,INH020000,rRNA,INH02_NovakProducers,Novak0,N0,Novak,FALSE,In-House,CHO-DXB11,TRUE,mAb,TRUE,4,MidExp,FALSE,,,37,DHFR + MTX,Low,Batch,Low,NA,G101-2
INH022303,INH022300,INH020000,rRNA,INH02_NovakProducers,Novak0,N0,Novak,FALSE,In-House,CHO-DXB11,TRUE,mAb,TRUE,4,MidExp,FALSE,,,37,DHFR + MTX,Low,Batch,Low,NA,G101-2
INH022304,INH022300,INH020000,rRNA,INH02_NovakProducers,Novak0,N0,Novak,FALSE,In-House,CHO-DXB11,TRUE,mAb,TRUE,4,MidExp,FALSE,,,37,DHFR + MTX,Low,Batch,Low,NA,G101-2
INH022401,INH022400,INH020000,rRNA,INH02_NovakProducers,Novak0,N0,Novak,FALSE,In-House,CHO-DXB11,TRUE,mAb,TRUE,4,MidExp,FALSE,,,37,DHFR + MTX,High,Batch,Low,NA,G12-2
INH022402,INH022400,INH020000,rRNA,INH02_NovakProducers,Novak0,N0,Novak,FALSE,In-House,CHO-DXB11,TRUE,mAb,TRUE,4,MidExp,FALSE,,,37,DHFR + MTX,High,Batch,Low,NA,G12-2
INH022403,INH022400,INH020000,rRNA,INH02_NovakProducers,Novak0,N0,Novak,FALSE,In-House,CHO-DXB11,TRUE,mAb,TRUE,4,MidExp,FALSE,,,37,DHFR + MTX,High,Batch,Low,NA,G12-2
INH022404,INH022400,INH020000,rRNA,INH02_NovakProducers,Novak0,N0,Novak,FALSE,In-House,CHO-DXB11,TRUE,mAb,TRUE,4,MidExp,FALSE,,,37,DHFR + MTX,High,Batch,Low,NA,G12-2
INH022501,INH022500,INH020000,rRNA,INH02_NovakProducers,Novak0,N0,Novak,FALSE,In-House,CHO-DXB11,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA
INH022502,INH022500,INH020000,rRNA,INH02_NovakProducers,Novak0,N0,Novak,FALSE,In-House,CHO-DXB11,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA
INH022503,INH022500,INH020000,rRNA,INH02_NovakProducers,Novak0,N0,Novak,FALSE,In-House,CHO-DXB11,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA
INH022504,INH022500,INH020000,rRNA,INH02_NovakProducers,Novak0,N0,Novak,FALSE,In-House,CHO-DXB11,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA
INH022601,INH022600,INH020000,rRNA,INH02_NovakProducers,Novak0,N0,Novak,FALSE,In-House,CHO-DXB11,TRUE,mAb,TRUE,4,MidExp,FALSE,,,37,DHFR + MTX,Medium,Batch,Medium,NA,H97-1
INH022602,INH022600,INH020000,rRNA,INH02_NovakProducers,Novak0,N0,Novak,FALSE,In-House,CHO-DXB11,TRUE,mAb,TRUE,4,MidExp,FALSE,,,37,DHFR + MTX,Medium,Batch,Medium,NA,H97-1
INH022603,INH022600,INH020000,rRNA,INH02_NovakProducers,Novak0,N0,Novak,FALSE,In-House,CHO-DXB11,TRUE,mAb,TRUE,4,MidExp,FALSE,,,37,DHFR + MTX,Medium,Batch,Medium,NA,H97-1
INH022701,INH022700,INH020000,rRNA,INH02_NovakProducers,Novak0,N0,Novak,FALSE,In-House,CHO-DXB11,TRUE,mAb,TRUE,4,MidExp,FALSE,,,37,NA,NA,Batch,NA,NA,mock-1
INH022702,INH022700,INH020000,rRNA,INH02_NovakProducers,Novak0,N0,Novak,FALSE,In-House,CHO-DXB11,TRUE,mAb,TRUE,4,MidExp,FALSE,,,37,NA,NA,Batch,NA,NA,mock-1
INH022703,INH022700,INH020000,rRNA,INH02_NovakProducers,Novak0,N0,Novak,FALSE,In-House,CHO-DXB11,TRUE,mAb,TRUE,4,MidExp,FALSE,,,37,NA,NA,Batch,NA,NA,mock-1
INH022801,INH022800,INH020000,rRNA,INH02_NovakProducers,Novak0,N0,Novak,FALSE,In-House,CHO-DXB11,TRUE,mAb,TRUE,4,MidExp,FALSE,,,37,NA,NA,Batch,NA,NA,WCB-1
INH022802,INH022800,INH020000,rRNA,INH02_NovakProducers,Novak0,N0,Novak,FALSE,In-House,CHO-DXB11,TRUE,mAb,TRUE,4,MidExp,FALSE,,,37,NA,NA,Batch,NA,NA,WCB-1
INH022803,INH022800,INH020000,rRNA,INH02_NovakProducers,Novak0,N0,Novak,FALSE,In-House,CHO-DXB11,TRUE,mAb,TRUE,4,MidExp,FALSE,,,37,NA,NA,Batch,NA,NA,WCB-1
INH022901,INH022900,INH020000,rRNA,INH02_NovakProducers,Novak0,N0,Novak,FALSE,In-House,CHO-DXB11,TRUE,mAb,TRUE,4,MidExp,FALSE,,,37,DHFR + MTX,Medium,Batch,Medium,NA,H97-2
INH022902,INH022900,INH020000,rRNA,INH02_NovakProducers,Novak0,N0,Novak,FALSE,In-House,CHO-DXB11,TRUE,mAb,TRUE,4,MidExp,FALSE,,,37,DHFR + MTX,Medium,Batch,Medium,NA,H97-2
INH022903,INH022900,INH020000,rRNA,INH02_NovakProducers,Novak0,N0,Novak,FALSE,In-House,CHO-DXB11,TRUE,mAb,TRUE,4,MidExp,FALSE,,,37,DHFR + MTX,Medium,Batch,Medium,NA,H97-2
INH022904,INH022900,INH020000,rRNA,INH02_NovakProducers,Novak0,N0,Novak,FALSE,In-House,CHO-DXB11,TRUE,mAb,TRUE,4,MidExp,FALSE,,,37,DHFR + MTX,Medium,Batch,Medium,NA,H97-2
INH023001,INH023000,INH020000,rRNA,INH02_NovakProducers,Novak0,N0,Novak,FALSE,In-House,CHO-DXB11,FALSE,mAb,TRUE,4,MidExp,FALSE,,,37,NA,NA,Batch,NA,NA,mock-2
INH023002,INH023000,INH020000,rRNA,INH02_NovakProducers,Novak0,N0,Novak,FALSE,In-House,CHO-DXB11,FALSE,mAb,TRUE,4,MidExp,FALSE,,,37,NA,NA,Batch,NA,NA,mock-2
INH023003,INH023000,INH020000,rRNA,INH02_NovakProducers,Novak0,N0,Novak,FALSE,In-House,CHO-DXB11,FALSE,mAb,TRUE,4,MidExp,FALSE,,,37,NA,NA,Batch,NA,NA,mock-2
INH023004,INH023000,INH020000,rRNA,INH02_NovakProducers,Novak0,N0,Novak,FALSE,In-House,CHO-DXB11,FALSE,mAb,TRUE,4,MidExp,FALSE,,,37,NA,NA,Batch,NA,NA,mock-2
INH023101,INH023100,INH020000,rRNA,INH02_NovakProducers,Novak0,N0,Novak,FALSE,In-House,CHO-DXB11,FALSE,mAb,TRUE,4,MidExp,FALSE,,,37,NA,NA,Batch,NA,NA,WCB-2
INH023102,INH023100,INH020000,rRNA,INH02_NovakProducers,Novak0,N0,Novak,FALSE,In-House,CHO-DXB11,FALSE,mAb,TRUE,4,MidExp,FALSE,,,37,NA,NA,Batch,NA,NA,WCB-2
INH023103,INH023100,INH020000,rRNA,INH02_NovakProducers,Novak0,N0,Novak,FALSE,In-House,CHO-DXB11,FALSE,mAb,TRUE,4,MidExp,FALSE,,,37,NA,NA,Batch,NA,NA,WCB-2
INH023104,INH023100,INH020000,rRNA,INH02_NovakProducers,Novak0,N0,Novak,FALSE,In-House,CHO-DXB11,FALSE,mAb,TRUE,4,MidExp,FALSE,,,37,NA,NA,Batch,NA,NA,WCB-2
INH030101,INH030100,INH030000,rRNA,INH03_WeingunySubclones,Weinguny1,W1,Weinguny,FALSE,In-House,CHO-DXB11,TRUE,EpoFc,TRUE,8,LateExp,FALSE,Non-Commercial,ATCC,37,DHFR + MTX,NA,Batch,Low,TRUE,B3_R01
INH030102,INH030100,INH030000,rRNA,INH03_WeingunySubclones,Weinguny1,W1,Weinguny,FALSE,In-House,CHO-DXB11,TRUE,EpoFc,TRUE,8,LateExp,FALSE,Non-Commercial,ATCC,37,DHFR + MTX,NA,Batch,Low,TRUE,B3_R01
INH030201,INH030200,INH030000,rRNA,INH03_WeingunySubclones,Weinguny1,W1,Weinguny,FALSE,In-House,CHO-DXB11,TRUE,EpoFc,TRUE,8,LateExp,FALSE,Non-Commercial,ATCC,37,DHFR + MTX,NA,Batch,Low,TRUE,B3_R02
INH030202,INH030200,INH030000,rRNA,INH03_WeingunySubclones,Weinguny1,W1,Weinguny,FALSE,In-House,CHO-DXB11,TRUE,EpoFc,TRUE,8,LateExp,FALSE,Non-Commercial,ATCC,37,DHFR + MTX,NA,Batch,Low,TRUE,B3_R02
INH030301,INH030300,INH030000,rRNA,INH03_WeingunySubclones,Weinguny1,W1,Weinguny,FALSE,In-House,CHO-DXB11,TRUE,EpoFc,TRUE,8,LateExp,FALSE,Non-Commercial,ATCC,37,DHFR + MTX,NA,Batch,Medium,TRUE,C3_R01
INH030302,INH030300,INH030000,rRNA,INH03_WeingunySubclones,Weinguny1,W1,Weinguny,FALSE,In-House,CHO-DXB11,TRUE,EpoFc,TRUE,8,LateExp,FALSE,Non-Commercial,ATCC,37,DHFR + MTX,NA,Batch,Medium,TRUE,C3_R01
INH030401,INH030400,INH030000,rRNA,INH03_WeingunySubclones,Weinguny1,W1,Weinguny,FALSE,In-House,CHO-DXB11,TRUE,EpoFc,TRUE,8,LateExp,FALSE,Non-Commercial,ATCC,37,DHFR + MTX,NA,Batch,Medium,TRUE,C3_R02
INH030402,INH030400,INH030000,rRNA,INH03_WeingunySubclones,Weinguny1,W1,Weinguny,FALSE,In-House,CHO-DXB11,TRUE,EpoFc,TRUE,8,LateExp,FALSE,Non-Commercial,ATCC,37,DHFR + MTX,NA,Batch,Medium,TRUE,C3_R02
INH030501,INH030500,INH030000,rRNA,INH03_WeingunySubclones,Weinguny1,W1,Weinguny,FALSE,In-House,CHO-DXB11,TRUE,EpoFc,TRUE,8,LateExp,FALSE,Non-Commercial,ATCC,37,DHFR + MTX,NA,Batch,LowMedium,FALSE,C6_R01
INH030502,INH030500,INH030000,rRNA,INH03_WeingunySubclones,Weinguny1,W1,Weinguny,FALSE,In-House,CHO-DXB11,TRUE,EpoFc,TRUE,8,LateExp,FALSE,Non-Commercial,ATCC,37,DHFR + MTX,NA,Batch,LowMedium,FALSE,C6_R01
INH030601,INH030600,INH030000,rRNA,INH03_WeingunySubclones,Weinguny1,W1,Weinguny,FALSE,In-House,CHO-DXB11,TRUE,EpoFc,TRUE,8,LateExp,FALSE,Non-Commercial,ATCC,37,DHFR + MTX,NA,Batch,LowMedium,FALSE,C6_R02
INH030602,INH030600,INH030000,rRNA,INH03_WeingunySubclones,Weinguny1,W1,Weinguny,FALSE,In-House,CHO-DXB11,TRUE,EpoFc,TRUE,8,LateExp,FALSE,Non-Commercial,ATCC,37,DHFR + MTX,NA,Batch,LowMedium,FALSE,C6_R02
INH030701,INH030700,INH030000,rRNA,INH03_WeingunySubclones,Weinguny1,W1,Weinguny,FALSE,In-House,CHO-DXB11,TRUE,EpoFc,TRUE,8,LateExp,FALSE,Non-Commercial,ATCC,37,DHFR + MTX,NA,Batch,LowMedium,TRUE,C7_R01
INH030702,INH030700,INH030000,rRNA,INH03_WeingunySubclones,Weinguny1,W1,Weinguny,FALSE,In-House,CHO-DXB11,TRUE,EpoFc,TRUE,8,LateExp,FALSE,Non-Commercial,ATCC,37,DHFR + MTX,NA,Batch,LowMedium,TRUE,C7_R01
INH030801,INH030800,INH030000,rRNA,INH03_WeingunySubclones,Weinguny1,W1,Weinguny,FALSE,In-House,CHO-DXB11,TRUE,EpoFc,TRUE,8,LateExp,FALSE,Non-Commercial,ATCC,37,DHFR + MTX,NA,Batch,LowMedium,TRUE,C7_R02
INH030802,INH030800,INH030000,rRNA,INH03_WeingunySubclones,Weinguny1,W1,Weinguny,FALSE,In-House,CHO-DXB11,TRUE,EpoFc,TRUE,8,LateExp,FALSE,Non-Commercial,ATCC,37,DHFR + MTX,NA,Batch,LowMedium,TRUE,C7_R02
INH030901,INH030900,INH030000,rRNA,INH03_WeingunySubclones,Weinguny1,W1,Weinguny,FALSE,In-House,CHO-DXB11,TRUE,EpoFc,TRUE,8,LateExp,FALSE,Non-Commercial,ATCC,37,DHFR + MTX,NA,Batch,High,TRUE,E2_R01
INH030902,INH030900,INH030000,rRNA,INH03_WeingunySubclones,Weinguny1,W1,Weinguny,FALSE,In-House,CHO-DXB11,TRUE,EpoFc,TRUE,8,LateExp,FALSE,Non-Commercial,ATCC,37,DHFR + MTX,NA,Batch,High,TRUE,E2_R01
INH031001,INH031000,INH030000,rRNA,INH03_WeingunySubclones,Weinguny1,W1,Weinguny,FALSE,In-House,CHO-DXB11,TRUE,EpoFc,TRUE,8,LateExp,FALSE,Non-Commercial,ATCC,37,DHFR + MTX,NA,Batch,High,TRUE,E2_R02
INH031002,INH031000,INH030000,rRNA,INH03_WeingunySubclones,Weinguny1,W1,Weinguny,FALSE,In-House,CHO-DXB11,TRUE,EpoFc,TRUE,8,LateExp,FALSE,Non-Commercial,ATCC,37,DHFR + MTX,NA,Batch,High,TRUE,E2_R02
INH031101,INH031100,INH030000,rRNA,INH03_WeingunySubclones,Weinguny1,W1,Weinguny,FALSE,In-House,CHO-DXB11,TRUE,EpoFc,TRUE,8,LateExp,FALSE,Non-Commercial,ATCC,37,DHFR + MTX,NA,Batch,VeryHigh,FALSE,E7_R01
INH031102,INH031100,INH030000,rRNA,INH03_WeingunySubclones,Weinguny1,W1,Weinguny,FALSE,In-House,CHO-DXB11,TRUE,EpoFc,TRUE,8,LateExp,FALSE,Non-Commercial,ATCC,37,DHFR + MTX,NA,Batch,VeryHigh,FALSE,E7_R01
INH031201,INH031200,INH030000,rRNA,INH03_WeingunySubclones,Weinguny1,W1,Weinguny,FALSE,In-House,CHO-DXB11,TRUE,EpoFc,TRUE,8,LateExp,FALSE,Non-Commercial,ATCC,37,DHFR + MTX,NA,Batch,VeryHigh,FALSE,E7_R02
INH031202,INH031200,INH030000,rRNA,INH03_WeingunySubclones,Weinguny1,W1,Weinguny,FALSE,In-House,CHO-DXB11,TRUE,EpoFc,TRUE,8,LateExp,FALSE,Non-Commercial,ATCC,37,DHFR + MTX,NA,Batch,VeryHigh,FALSE,E7_R02
INH031301,INH031300,INH030000,rRNA,INH03_WeingunySubclones,Weinguny1,W1,Weinguny,FALSE,In-House,CHO-DXB11,TRUE,EpoFc,TRUE,8,LateExp,TRUE,Non-Commercial,ATCC,37,DHFR + MTX,NA,Batch,Low,FALSE,Host-1
INH031302,INH031300,INH030000,rRNA,INH03_WeingunySubclones,Weinguny1,W1,Weinguny,FALSE,In-House,CHO-DXB11,TRUE,EpoFc,TRUE,8,LateExp,TRUE,Non-Commercial,ATCC,37,DHFR + MTX,NA,Batch,Low,FALSE,Host-1
INH031401,INH031400,INH030000,rRNA,INH03_WeingunySubclones,Weinguny1,W1,Weinguny,FALSE,In-House,CHO-DXB11,TRUE,EpoFc,TRUE,8,LateExp,TRUE,Non-Commercial,ATCC,37,DHFR + MTX,NA,Batch,Low,FALSE,Host-2
INH031402,INH031400,INH030000,rRNA,INH03_WeingunySubclones,Weinguny1,W1,Weinguny,FALSE,In-House,CHO-DXB11,TRUE,EpoFc,TRUE,8,LateExp,TRUE,Non-Commercial,ATCC,37,DHFR + MTX,NA,Batch,Low,FALSE,Host-2
INH040101,INH040100,INH040000,rRNA,INH04_WeingunySubclonability,Weinguny2,W2,Weinguny,FALSE,In-House,CHO-K1,FALSE,NA,TRUE,8,MidExp,TRUE,Non-Commercial,ECACC,37,NA,NA,Batch,NA,NA,8mM-R1
INH040102,INH040100,INH040000,rRNA,INH04_WeingunySubclonability,Weinguny2,W2,Weinguny,FALSE,In-House,CHO-K1,FALSE,NA,TRUE,8,MidExp,TRUE,Non-Commercial,ECACC,37,NA,NA,Batch,NA,NA,8mM-R1
INH040201,INH040200,INH040000,rRNA,INH04_WeingunySubclonability,Weinguny2,W2,Weinguny,FALSE,In-House,CHO-K1,FALSE,NA,TRUE,8,MidExp,TRUE,Non-Commercial,ECACC,37,NA,NA,Batch,NA,NA,8mM-R2
INH040202,INH040200,INH040000,rRNA,INH04_WeingunySubclonability,Weinguny2,W2,Weinguny,FALSE,In-House,CHO-K1,FALSE,NA,TRUE,8,MidExp,TRUE,Non-Commercial,ECACC,37,NA,NA,Batch,NA,NA,8mM-R2
INH040301,INH040300,INH040000,rRNA,INH04_WeingunySubclonability,Weinguny2,W2,Weinguny,FALSE,In-House,CHO-K1,FALSE,NA,TRUE,8,MidExp,FALSE,Non-Commercial,ECACC,37,NA,NA,Batch,NA,NA,8mM_de_R1
INH040302,INH040300,INH040000,rRNA,INH04_WeingunySubclonability,Weinguny2,W2,Weinguny,FALSE,In-House,CHO-K1,FALSE,NA,TRUE,8,MidExp,FALSE,Non-Commercial,ECACC,37,NA,NA,Batch,NA,NA,8mM_de_R1
INH040401,INH040400,INH040000,rRNA,INH04_WeingunySubclonability,Weinguny2,W2,Weinguny,FALSE,In-House,CHO-K1,FALSE,NA,TRUE,8,MidExp,FALSE,Non-Commercial,ECACC,37,NA,NA,Batch,NA,NA,8mM_de_R2
INH040402,INH040400,INH040000,rRNA,INH04_WeingunySubclonability,Weinguny2,W2,Weinguny,FALSE,In-House,CHO-K1,FALSE,NA,TRUE,8,MidExp,FALSE,Non-Commercial,ECACC,37,NA,NA,Batch,NA,NA,8mM_de_R2
INH040501,INH040500,INH040000,rRNA,INH04_WeingunySubclonability,Weinguny2,W2,Weinguny,FALSE,In-House,CHO-K1,FALSE,NA,FALSE,0,MidExp,TRUE,Non-Commercial,ECACC,37,NA,NA,Batch,NA,NA,0mM-R1
INH040502,INH040500,INH040000,rRNA,INH04_WeingunySubclonability,Weinguny2,W2,Weinguny,FALSE,In-House,CHO-K1,FALSE,NA,FALSE,0,MidExp,TRUE,Non-Commercial,ECACC,37,NA,NA,Batch,NA,NA,0mM-R1
INH040601,INH040600,INH040000,rRNA,INH04_WeingunySubclonability,Weinguny2,W2,Weinguny,FALSE,In-House,CHO-K1,FALSE,NA,FALSE,0,MidExp,TRUE,Non-Commercial,ECACC,37,NA,NA,Batch,NA,NA,0mM-R2
INH040602,INH040600,INH040000,rRNA,INH04_WeingunySubclonability,Weinguny2,W2,Weinguny,FALSE,In-House,CHO-K1,FALSE,NA,FALSE,0,MidExp,TRUE,Non-Commercial,ECACC,37,NA,NA,Batch,NA,NA,0mM-R2
INH040701,INH040700,INH040000,rRNA,INH04_WeingunySubclonability,Weinguny2,W2,Weinguny,FALSE,In-House,CHO-K1,FALSE,NA,FALSE,0,MidExp,FALSE,Non-Commercial,ECACC,37,NA,NA,Batch,NA,NA,0mM_de_R1
INH040702,INH040700,INH040000,rRNA,INH04_WeingunySubclonability,Weinguny2,W2,Weinguny,FALSE,In-House,CHO-K1,FALSE,NA,FALSE,0,MidExp,FALSE,Non-Commercial,ECACC,37,NA,NA,Batch,NA,NA,0mM_de_R1
INH040801,INH040800,INH040000,rRNA,INH04_WeingunySubclonability,Weinguny2,W2,Weinguny,FALSE,In-House,CHO-K1,FALSE,NA,FALSE,0,MidExp,FALSE,Non-Commercial,ECACC,37,NA,NA,Batch,NA,NA,0mM_de_R2
INH040802,INH040800,INH040000,rRNA,INH04_WeingunySubclonability,Weinguny2,W2,Weinguny,FALSE,In-House,CHO-K1,FALSE,NA,FALSE,0,MidExp,FALSE,Non-Commercial,ECACC,37,NA,NA,Batch,NA,NA,0mM_de_R2
INH040901,INH040900,INH040000,rRNA,INH04_WeingunySubclonability,Weinguny2,W2,Weinguny,FALSE,In-House,CHO-K1,FALSE,NA,TRUE,6,MidExp,TRUE,Commercial,HyClone,37,NA,NA,Batch,NA,NA,Hy-R1
INH040902,INH040900,INH040000,rRNA,INH04_WeingunySubclonability,Weinguny2,W2,Weinguny,FALSE,In-House,CHO-K1,FALSE,NA,TRUE,6,MidExp,TRUE,Commercial,HyClone,37,NA,NA,Batch,NA,NA,Hy-R1
INH041001,INH041000,INH040000,rRNA,INH04_WeingunySubclonability,Weinguny2,W2,Weinguny,FALSE,In-House,CHO-K1,FALSE,NA,TRUE,6,MidExp,TRUE,Commercial,HyClone,37,NA,NA,Batch,NA,NA,Hy-R2
INH041002,INH041000,INH040000,rRNA,INH04_WeingunySubclonability,Weinguny2,W2,Weinguny,FALSE,In-House,CHO-K1,FALSE,NA,TRUE,6,MidExp,TRUE,Commercial,HyClone,37,NA,NA,Batch,NA,NA,Hy-R2
INH041101,INH041100,INH040000,rRNA,INH04_WeingunySubclonability,Weinguny2,W2,Weinguny,FALSE,In-House,CHO-K1,FALSE,NA,TRUE,6,MidExp,FALSE,Commercial,HyClone,37,NA,NA,Batch,NA,NA,Hy_de-R1
INH041102,INH041100,INH040000,rRNA,INH04_WeingunySubclonability,Weinguny2,W2,Weinguny,FALSE,In-House,CHO-K1,FALSE,NA,TRUE,6,MidExp,FALSE,Commercial,HyClone,37,NA,NA,Batch,NA,NA,Hy_de-R1
INH041201,INH041200,INH040000,rRNA,INH04_WeingunySubclonability,Weinguny2,W2,Weinguny,FALSE,In-House,CHO-K1,FALSE,NA,TRUE,6,MidExp,FALSE,Commercial,HyClone,37,NA,NA,Batch,NA,NA,Hy_de-R2
INH041202,INH041200,INH040000,rRNA,INH04_WeingunySubclonability,Weinguny2,W2,Weinguny,FALSE,In-House,CHO-K1,FALSE,NA,TRUE,6,MidExp,FALSE,Commercial,HyClone,37,NA,NA,Batch,NA,NA,Hy_de-R2
